timestamp,request_timestamp,task_id,device_id,slo_type,base_deadline,adapted_deadline,selected_node,node_power,cluster_power
1764464771.0306678,2025-11-30 10:06:11.030,device_087_000001,device_087,normal,0.2379791479251816,0.2379791479251816,coral2,4.5773,23.456000000000003
1764464771.0609102,2025-11-30 10:06:11.060,device_069_000003,device_069,hard,0.12917433178414395,0.12917433178414395,coral1,4.6779,23.456000000000003
1764464771.0955381,2025-11-30 10:06:11.095,device_088_000002,device_088,soft,0.5529730066760582,0.5529730066760582,hailo2,4.3848,23.456000000000003
1764464771.114556,2025-11-30 10:06:11.114,device_110_000002,device_110,normal,0.26633671156188266,0.15980202693712958,jetson2,2.521,23.456000000000003
1764464771.1356773,2025-11-30 10:06:11.135,device_118_000001,device_118,normal,0.19602698752631842,0.19602698752631842,hailo1,4.95,23.456000000000003
1764464771.154436,2025-11-30 10:06:11.154,device_102_000003,device_102,soft,0.4594321109283996,0.4594321109283996,jetson1,2.345,23.456000000000003
1764464771.1773937,2025-11-30 10:06:11.177,device_086_000004,device_086,soft,0.5210547640960506,0.5210547640960506,coral2,4.5773,23.456000000000003
1764464771.2179353,2025-11-30 10:06:11.217,device_071_000003,device_071,soft,0.41548410821327453,0.41548410821327453,coral1,4.6779,23.456000000000003
1764464771.2452297,2025-11-30 10:06:11.245,device_109_000004,device_109,soft,0.41801130756737054,0.41801130756737054,hailo2,4.3848,23.456000000000003
1764464771.2643414,2025-11-30 10:06:11.264,device_113_000001,device_113,normal,0.27264664150009393,0.27264664150009393,hailo2,4.3848,23.456000000000003
1764464771.2853086,2025-11-30 10:06:11.285,device_118_000002,device_118,soft,0.4794926081308142,0.4794926081308142,hailo1,4.95,23.456000000000003
1764464771.3045154,2025-11-30 10:06:11.304,device_088_000003,device_088,soft,0.4814392427650074,0.4814392427650074,jetson1,2.345,23.456000000000003
1764464771.3244915,2025-11-30 10:06:11.324,device_119_000005,device_119,hard,0.08443813000630428,0.08443813000630428,jetson2,2.521,23.456000000000003
1764464771.3448899,2025-11-30 10:06:11.344,device_109_000005,device_109,normal,0.2540006227747015,0.2540006227747015,coral2,4.5773,25.981000000000005
1764464771.386452,2025-11-30 10:06:11.386,device_087_000002,device_087,soft,0.4736677450106206,0.4736677450106206,coral1,4.6779,25.981000000000005
1764464771.406091,2025-11-30 10:06:11.406,device_044_000003,device_044,soft,0.364723037884411,0.364723037884411,hailo1,4.95,25.981000000000005
1764464771.4253016,2025-11-30 10:06:11.425,device_078_000006,device_078,hard,0.07659820680291357,0.07659820680291357,jetson2,2.521,25.981000000000005
1764464771.4454918,2025-11-30 10:06:11.445,device_069_000004,device_069,normal,0.2152765920167061,0.2152765920167061,jetson1,2.345,25.981000000000005
1764464771.4657288,2025-11-30 10:06:11.465,device_003_000005,device_003,normal,0.18446620579769488,0.18446620579769488,hailo2,4.3848,25.981000000000005
1764464771.4855886,2025-11-30 10:06:11.485,device_086_000005,device_086,soft,0.5761274346062171,0.5761274346062171,hailo1,4.95,25.981000000000005
1764464771.5071151,2025-11-30 10:06:11.507,device_020_000000,device_020,hard,0.10571246542271848,0.1,coral2,4.5773,26.993000000000006
1764464771.5461252,2025-11-30 10:06:11.546,device_009_000003,device_009,soft,0.575733057706745,0.345439834624047,coral1,4.6779,26.993000000000006
1764464771.564954,2025-11-30 10:06:11.564,device_035_000005,device_035,soft,0.45509414540869986,0.45509414540869986,jetson2,2.521,26.993000000000006
1764464771.5841513,2025-11-30 10:06:11.584,device_086_000006,device_086,normal,0.17235668844948954,0.17235668844948954,hailo2,4.3848,26.993000000000006
1764464771.6018379,2025-11-30 10:06:11.601,device_038_000007,device_038,normal,0.28314838730856207,0.28314838730856207,hailo1,4.95,26.993000000000006
1764464771.6193478,2025-11-30 10:06:11.619,device_088_000004,device_088,normal,0.1235944310672944,0.1235944310672944,hailo1,4.95,26.993000000000006
1764464771.6394515,2025-11-30 10:06:11.639,device_111_000002,device_111,soft,0.40418306041547253,0.40418306041547253,jetson1,2.345,26.993000000000006
1764464771.681479,2025-11-30 10:06:11.681,device_078_000007,device_078,soft,0.43722275754216317,0.43722275754216317,hailo2,4.3848,26.993000000000006
1764464771.6997693,2025-11-30 10:06:11.699,device_078_000008,device_078,normal,0.157325738174576,0.157325738174576,coral2,4.5773,26.993000000000006
1764464771.718701,2025-11-30 10:06:11.718,device_102_000004,device_102,soft,0.5896259667532493,0.5896259667532493,hailo1,4.95,26.993000000000006
1764464771.7386842,2025-11-30 10:06:11.738,device_057_000004,device_057,soft,0.5483975604228218,0.5483975604228218,hailo1,4.95,26.993000000000006
1764464771.7594628,2025-11-30 10:06:11.759,device_035_000006,device_035,hard,0.07125360351427196,0.07125360351427196,hailo1,4.95,26.843
1764464771.7785895,2025-11-30 10:06:11.778,device_109_000006,device_109,normal,0.2531737789658336,0.2531737789658336,coral1,4.6779,26.843
1764464771.8106635,2025-11-30 10:06:11.810,device_016_000001,device_016,soft,0.49886775228969915,0.29932065137381947,hailo2,4.3848,26.843
1764464771.843947,2025-11-30 10:06:11.843,device_069_000005,device_069,soft,0.3609724010772811,0.3609724010772811,jetson2,2.521,26.843
1764464771.862236,2025-11-30 10:06:11.862,device_109_000007,device_109,soft,0.45151997590939164,0.45151997590939164,jetson1,2.345,27.0122
1764464771.881097,2025-11-30 10:06:11.881,device_016_000002,device_016,normal,0.2605285409011052,0.15631712454066313,hailo2,4.3848,27.0122
1764464771.9001458,2025-11-30 10:06:11.900,device_078_000009,device_078,normal,0.24273779024126688,0.24273779024126688,coral2,4.5773,27.0122
1764464771.9211593,2025-11-30 10:06:11.921,device_071_000004,device_071,normal,0.2763378001066997,0.2763378001066997,hailo1,4.8,27.0122
1764464771.9450912,2025-11-30 10:06:11.945,device_113_000002,device_113,hard,0.1294408814996338,0.1294408814996338,hailo1,4.8,27.0122
1764464771.9898908,2025-11-30 10:06:11.989,device_102_000005,device_102,normal,0.14921958703814805,0.14921958703814805,coral1,4.6779,27.0122
1764464772.0154464,2025-11-30 10:06:12.015,device_118_000003,device_118,soft,0.3121746346586954,0.3121746346586954,hailo1,4.8,27.0122
1764464772.0373082,2025-11-30 10:06:12.037,device_038_000008,device_038,normal,0.2807493594728323,0.2807493594728323,hailo1,4.8,27.0122
1764464772.0567367,2025-11-30 10:06:12.056,device_119_000006,device_119,normal,0.21008471500077383,0.21008471500077383,coral2,4.5773,27.0122
1764464772.076158,2025-11-30 10:06:12.076,device_019_000003,device_019,hard,0.07794954018400185,0.07794954018400185,jetson2,2.521,27.0122
1764464772.0954103,2025-11-30 10:06:12.095,device_109_000008,device_109,soft,0.4488825981502017,0.4488825981502017,hailo1,4.8,27.0122
1764464772.1237552,2025-11-30 10:06:12.123,device_019_000004,device_019,soft,0.5308582530881265,0.5308582530881265,hailo1,4.8,27.0213
1764464772.1566854,2025-11-30 10:06:12.156,device_081_000000,device_081,hard,0.1153374314701132,0.1,jetson1,4.87,27.0213
1764464772.1781852,2025-11-30 10:06:12.178,device_090_000003,device_090,hard,0.12771194370490485,0.1,coral1,4.6779,27.0213
1764464772.196929,2025-11-30 10:06:12.196,device_109_000009,device_109,soft,0.32939149288688524,0.32939149288688524,jetson2,3.533,27.0213
1764464772.2195435,2025-11-30 10:06:12.219,device_067_000000,device_067,normal,0.18082749487898991,0.18082749487898991,coral2,4.5864,27.0213
1764464772.241915,2025-11-30 10:06:12.241,device_088_000005,device_088,hard,0.10961693218348925,0.10961693218348925,hailo1,4.8,27.0213
1764464772.2653022,2025-11-30 10:06:12.265,device_086_000007,device_086,normal,0.20019566204378303,0.20019566204378303,hailo1,4.8,27.0213
1764464772.3054843,2025-11-30 10:06:12.305,device_069_000006,device_069,soft,0.5057101154803134,0.5057101154803134,coral1,4.6779,27.0213
1764464772.3244317,2025-11-30 10:06:12.324,device_020_000001,device_020,soft,0.360049448355805,0.216029669013483,hailo2,4.553999999999999,27.0213
1764464772.3465376,2025-11-30 10:06:12.346,device_019_000005,device_019,soft,0.499601294202905,0.499601294202905,hailo2,4.553999999999999,27.0213
1764464772.3642967,2025-11-30 10:06:12.364,device_035_000007,device_035,normal,0.26326926214565627,0.26326926214565627,jetson1,4.87,27.0213
1764464772.3810751,2025-11-30 10:06:12.381,device_069_000007,device_069,soft,0.5555697626028938,0.5555697626028938,hailo1,4.8,27.0213
1764464772.4069839,2025-11-30 10:06:12.406,device_038_000009,device_038,normal,0.1928570340130324,0.1928570340130324,hailo2,4.553999999999999,27.0213
1764464772.4468968,2025-11-30 10:06:12.446,device_069_000008,device_069,soft,0.5099944800853431,0.5099944800853431,hailo2,4.553999999999999,26.852400000000003
1764464772.4664063,2025-11-30 10:06:12.466,device_102_000006,device_102,soft,0.510864191528625,0.510864191528625,coral2,4.5864,23.636400000000002
1764464772.4847462,2025-11-30 10:06:12.484,device_121_000003,device_121,normal,0.16835932147845695,0.16835932147845695,coral1,4.6779,23.636400000000002
1764464772.504748,2025-11-30 10:06:12.504,device_071_000005,device_071,soft,0.459468928990429,0.459468928990429,hailo2,4.553999999999999,23.636400000000002
1764464772.5253365,2025-11-30 10:06:12.525,device_071_000006,device_071,hard,0.10674342387600604,0.10674342387600604,hailo1,4.8,23.636400000000002
1764464772.5438652,2025-11-30 10:06:12.543,device_067_000001,device_067,normal,0.14498727514550483,0.14498727514550483,hailo1,4.8,23.636400000000002
1764464772.5856667,2025-11-30 10:06:12.585,device_118_000004,device_118,hard,0.14057013122076822,0.14057013122076822,hailo1,4.8,23.636400000000002
1764464772.6055517,2025-11-30 10:06:12.605,device_019_000006,device_019,soft,0.42543686766846295,0.42543686766846295,jetson2,3.533,23.636400000000002
